gene_name	C1	C2	C3	P1	P2	P3
SUMF2	38.4599347	47.80018888	32.67728802	25.25187704	30.69345499	26.34473641
DPP4	31.82949164	38.14340392	41.45569806	28.85790025	28.11471551	13.1362096
ARRDC3	25.32866786	43.23156077	28.38935245	40.40537402	24.54667601	12.28135064
PDLIM7	29.04573621	26.35875327	25.01102176	38.14882084	45.90362452	23.02380666
PLXND1	41.47533442	39.92427667	41.03325025	19.13836907	27.13569385	35.79053972
NAA50	29.21781007	23.3709966	30.11383213	28.2623214	35.6205446	22.11793503
ID4	35.31380071	11.59310346	25.75605139	32.00509304	14.1976707	2.02206398
GOLPH3	30.15120884	27.02168969	27.22771829	29.31098851	30.81050744	29.37415386
PNPLA2	36.12409841	32.63981788	29.76668208	32.32563265	24.05576787	30.42474147
ATP5PD	24.93755075	25.68046727	25.00899561	35.09102443	26.16441799	23.33617432
POLDIP3	25.71013474	37.01062308	30.49445317	30.82394521	27.96729575	33.51527071
TBC1D2	22.66718406	16.98812971	9.982372809	18.22402898	6.447087914	83.46532761
POR	25.80652141	34.95204793	34.03707967	30.42245144	25.28831605	42.22483767
EIF3H	22.94646083	22.03121879	21.61548621	26.03990056	20.9697967	19.59955786
COL4A1	28.60708492	60.16427402	43.11482379	21.88663134	48.76198119	6.308224268
TSC22D4	21.95015998	27.25103948	20.61771433	29.51611974	20.07291051	48.74827362
AC113935.1	23.04224868	23.60030996	15.3795327	44.29177855	23.50972975	17.81865597
DDX39A	27.07305144	19.10398051	16.65418964	32.0443595	23.59906957	47.9252868
IDH3B	25.26016167	28.73411327	26.8228157	33.61834429	30.8179769	34.22707776
CSF3	4.056733922	0.925012149	1.384157943	37.82601655	32.84447538	4.89240554
ASAH1	33.54927923	29.21565878	18.60915456	15.25578742	9.073014249	65.81394096
PRF1	20.33909123	6.392061712	18.23738947	24.27927698	11.06042078	44.31450579
TNIP2	25.15236219	20.17447311	20.34134574	31.9053557	19.37000505	36.57885823
NBL1	41.05604254	49.82101029	27.02794629	29.16978706	29.97281225	13.21001052
UBE2Z	27.20957563	24.50189661	23.04050447	27.12972091	24.52890471	28.75699071
EPRS	32.75505891	28.57927823	38.04664671	25.67772757	38.71502307	17.46167488
IRF2	25.42396113	20.35629341	17.31224401	25.70615548	17.73268649	44.0553025
TRABD	23.78355151	20.96459504	22.72200354	32.18073834	22.48216946	49.00539541
SNHG6	24.84399809	21.45256724	21.2649481	33.18098512	22.11389252	25.71687717
SELENOT	28.31374631	28.83085024	32.67006997	31.01719746	35.05497	29.18330958
CD2BP2	25.58113261	24.48429679	23.61688166	31.58435034	27.89142296	31.26848193
LRRC8A	45.46024125	28.82217587	37.9506878	36.00137242	29.91685543	9.804209366
NDUFAF8	23.22669525	27.48094345	28.98335535	32.02960039	28.29183608	25.44412412
DHX9	22.87370645	23.23351979	31.90614177	27.91370869	39.53249979	30.47190403
SRRT	30.29172739	24.98561016	22.74765217	32.15492415	31.35006126	33.83001274
YPEL3	22.87584735	15.61557762	13.13037878	36.70219203	10.80606398	54.91759419
SNN	19.82927564	13.24603794	9.379441726	19.76280404	8.062221953	56.56843905
LUC7L3	31.26696756	24.89210421	26.83649063	27.00669707	27.24309622	32.6992101
VTN	34.71831298	43.54941651	39.68953355	44.89742816	27.20999909	6.605072052
AZIN1	23.79923208	20.13784668	24.12027268	21.90885145	24.07927831	18.80404008
RTCB	27.60068789	28.79772606	30.20318498	31.14131333	34.35531806	31.02127797
LSM4	24.04361508	29.92165413	30.6407613	28.47150098	29.7916269	28.13845143
SLC35B2	34.98714119	27.38630975	32.10046264	31.74959986	31.41366482	30.38419541
MAP2K1	21.37086135	20.55254447	30.86666894	35.27922612	37.86134389	22.38501074
GNL3	30.13108426	22.07688044	27.32740624	33.84858978	43.07288141	23.53288257
DLST	24.83170719	28.49476738	25.2240568	29.08221878	31.4135934	22.05862753
AP3D1	31.95423323	26.83856217	28.44222531	24.92402507	26.26264355	28.97684561
OGDH	30.57297954	34.52550143	35.85733621	26.92621307	28.73741103	28.97693861
R3HDM4	24.18235966	19.03203894	17.18482042	31.97510387	19.00361414	43.14839924
AGTRAP	21.20497304	22.65614972	13.32050697	34.41454487	22.87485792	51.31838905
SCCPDH	26.69675772	30.89998547	38.83098548	37.51173151	31.18848534	24.48355577
PREB	23.36537284	26.02244638	27.86750257	30.21458754	32.105314	28.31499347
FAM168B	27.51771815	27.55123582	29.83940613	25.48004728	30.87645584	28.80807948
PABPN1	40.7854567	24.28514868	23.41648922	32.04029377	26.13857223	33.58157685
CD81	30.1578719	40.2106309	23.06493105	28.34144647	24.77197838	68.12662351
STX10	28.98351169	27.62675483	22.02030531	33.32779858	21.18443087	37.97134092
TM9SF3	31.14146869	29.44634351	34.21545838	25.37320579	34.2443254	22.15920987
AHCYL1	38.57563192	27.46927835	29.28281353	24.3995178	27.59121329	20.85602334
RAB5C	27.63868543	26.19248453	21.22832275	30.1616794	20.45193863	48.79945802
ARHGAP30	24.26958693	15.70547878	13.09112869	21.31051486	8.79075133	78.55520426
TMEM109	26.2410128	30.28256899	27.93288735	27.84653547	30.88770406	41.94337361
BTN2A1	28.79113448	16.70737549	20.54083402	29.21779075	20.57133306	29.16309682
IGFBP2	22.46106294	53.05457703	26.79612761	34.41210896	28.90294669	9.692065084
TSC22D3	38.66171272	19.17954271	30.8997594	26.52045427	15.58651135	25.36752847
MPC2	27.42524366	30.46438798	31.90349386	38.57332624	36.72192347	14.34514759
HP1BP3	29.37092898	34.17621217	32.38823206	22.72088176	25.80433839	29.06848226
SCAF1	24.63993299	29.36664914	30.81039941	29.55135553	30.32219015	32.56446871
ETS1	18.98022608	12.85623264	16.68364135	19.79381031	19.01822787	48.09635421
UFM1	29.96502531	20.82227256	24.24469967	26.47060694	26.82353864	17.85882566
GLA	19.05434549	16.83318812	11.25578987	22.40236805	21.90514564	63.26975424
MYO9B	23.7309963	21.62453009	17.18339667	18.48316897	14.61508703	54.95732854
STARD7	29.21730722	25.60024561	30.37300916	24.85681023	30.67808789	30.79649873
GOT2	27.40279963	33.80942832	33.64800668	25.90388745	40.73367251	15.86446709
PBX2P1	31.81032443	25.06345853	24.37495109	25.3429921	24.63005684	31.34937148
CYSTM1	25.96222328	21.36942444	16.66985645	25.81771369	14.76120336	39.06353496
CCNL1	23.94983426	16.38508173	15.1501347	25.964254	15.39368093	32.77641208
MAP4K4	22.43769663	16.31009633	15.73300093	17.06328923	22.3032564	19.70938119
S100A13	52.96820366	61.0107291	27.57905552	58.79516152	26.39722816	5.210788382
TMUB1	28.65876889	27.28385299	26.66934759	34.07459947	24.6606243	36.08052345
CIR1	39.35261676	14.0236266	10.08090137	26.16745443	10.35049263	35.6689762
WAS	24.53531759	11.2586527	11.0175846	23.74811703	7.690431961	73.80168721
XPO6	23.43798838	19.01872113	23.29329819	20.81057551	23.90799713	29.90484936
FAM120A	30.367839	31.20479846	38.08800915	21.46167011	28.28164263	21.08737163
CD24	6.031115923	2.724841989	3.731126296	9.835718044	5.046700951	3.157308226
POLD2	18.7024766	23.26674672	31.86331169	30.25982141	31.02439012	13.81525288
GAS5	23.34875746	21.46899325	17.00546884	31.91312166	24.6488866	21.2032957
DCTN2	26.1258667	26.75669479	24.82899185	28.59500887	29.48513442	24.8880516
CD52	14.59208061	15.33103647	13.46450095	31.91877567	10.97636128	122.7738501
EIF3B	24.28294399	23.73689469	31.91223253	30.06305203	37.07248211	21.41827519
TFG	27.59034149	27.4057085	27.12984074	30.26735753	35.4175736	15.05819785
SPTSSA	29.27553769	51.31002776	46.62216943	33.51012626	29.20329413	12.97032057
RBM39	30.45606375	22.77226334	24.30811309	26.94062763	24.9528934	28.31460406
CDH2	23.26957985	26.07360528	30.23269641	32.14166071	52.95387077	5.205689305
POP7	26.49390137	26.07498571	26.17221684	39.99676805	36.04724749	18.00882353
TPM3	21.53837705	26.17938184	22.88786197	25.40636719	26.36616809	37.27194664
B3GAT3	30.68084101	35.62468891	33.38131726	33.63185034	30.79386944	31.70494457
OBSL1	42.58267921	57.57429466	56.33616536	31.73624024	31.51933805	2.782886265
IER5	16.67847789	14.96841844	8.696153767	33.04754509	10.28341112	50.1697895
ITM2C	42.97895621	45.45485935	31.96296732	29.61087752	32.45852441	14.01839419
RAD21	26.72307956	24.46979812	24.91399849	27.23592916	25.10069684	29.16355756
MRPL28	24.05126325	30.3045251	24.93872079	29.37073787	31.67637235	24.07886363
SELENOH	22.11439179	30.146166	26.63761753	36.25464792	23.83199805	25.81675317
ARAF	27.76940522	24.99495345	28.86261892	30.82390017	25.57377856	34.23365445
MIDN	26.43776748	24.35261281	25.58918687	29.76820218	29.70602137	32.50146731
POLR2K	24.65466099	26.34045354	30.27184769	36.36859104	30.90148957	20.05690803
PTPN1	23.86134552	19.36551047	21.26341232	21.93091385	24.16232557	32.53574895
PSMD3	23.1527871	25.145091	30.54885051	30.552615	41.28612914	24.19049599
STK38	26.6117219	20.60570996	21.39664081	25.43369853	20.18591471	47.02268625
SMPD1	37.96013657	47.2798986	43.78369483	21.92235664	30.16171062	22.94063697
WDR6	30.73297181	28.36773683	29.68591965	24.54258131	26.51230681	34.85445714
IDH3G	23.77720882	29.08834671	28.4416636	33.77289013	27.30057669	24.4687565
SRSF11	33.96318898	22.55924825	24.61396827	25.2123909	24.90430162	27.83644945
CASP1	24.67828186	7.774304377	6.032037379	16.39053529	4.417870894	40.12911704
AFF4	33.14129737	28.5301593	37.97821614	22.39843484	37.15783118	12.69351655
COPB2	32.63201817	27.603501	31.62826927	24.32534441	32.80614859	19.56588254
YIPF3	31.82516427	31.93617363	27.09638142	35.50202888	27.63675637	28.15927721
STUB1	23.3113442	29.61794724	27.07739901	31.81441384	30.77000223	26.48577422
SREBF2	39.96022505	32.12813504	35.54634186	27.4415496	26.9399424	18.79993149
UBE2D2	24.93773365	25.9398795	22.06720745	29.17105954	27.44238879	26.00989433
NAXD	25.20105239	24.34858112	28.20229237	27.27060209	26.57389913	21.30344011
PTGES3P1	26.8500352	19.07478469	16.02273469	15.76158544	16.11776712	18.8179286
KSR1	52.71835328	26.39679931	32.12955882	20.71999208	32.87225685	5.299559774
NAXE	23.57480781	32.99034534	28.08415651	28.41029152	29.60958411	26.91109448
RAB14	27.42758935	28.52335512	32.26952972	26.79040537	29.2186302	27.90521679
AL355032.1	17.40876046	17.23310305	16.10988494	30.64880916	22.27971108	18.01054267
PRELID3B	28.65292179	21.93407327	24.92157854	28.21839314	23.3622287	22.21384639
HNRNPUL1	25.78896857	26.65129907	26.34724728	23.56321248	28.83313728	34.25049474
STAT5B	33.65648188	20.7729578	20.00078766	23.60769381	16.55663003	35.43150762
ATXN2L	25.79454442	21.09846395	22.06920405	22.61847817	26.38383194	33.80821095
STAB1	16.81881731	29.98339342	20.42276443	15.89499371	5.980420402	87.37092311
MTMR2	33.06645875	53.82273664	51.30590996	21.47315429	30.34578708	6.744947399
HSPE1	20.41941331	22.25509207	29.24810857	37.04206547	33.80207067	18.93965626
UTP3	24.40225868	21.87058427	27.38165911	35.64475816	39.05468033	20.23375538
SIPA1	21.3984866	20.65171148	18.67859454	24.93426475	16.66377397	55.44357269
PPP2CA	23.19372715	22.69041242	29.42868358	32.7653614	34.19339083	22.75723938
MYD88	25.54206731	18.81097657	18.24531527	25.5675327	17.93536165	46.47343087
UGDH	39.23088477	20.13194143	19.01521602	29.43927271	21.47976232	8.819572573
MXD1	26.17695233	11.79750969	10.92210775	15.14368687	7.717187797	44.99485398
ARMCX3	29.64449461	34.14623757	30.83489277	25.27977683	23.11132255	13.06718932
THEMIS2	25.24498233	17.59544858	11.34144851	19.84480181	10.65378752	52.01778489
LIMK2	18.89741065	6.773427696	7.40585569	15.53142226	10.1471622	27.92414643
KTN1	48.11575374	29.83424665	40.15800897	26.73913895	31.2851638	8.624340255
CYP19A1	33.47488989	123.6847047	41.98276661	17.79668908	21.87590372	0.888522831
ARL4C	27.36774499	27.40013715	13.99723963	20.40653557	12.31858036	59.48383667
SYPL1	34.21661197	46.21761842	33.40386236	23.06709428	26.82500212	24.95314161
AP2B1	27.58771456	29.92550172	29.47537789	22.87480167	28.02182374	22.00407127
SEC23B	26.2837536	23.07104145	32.04546938	26.24257185	32.74000269	17.87111458
TBCB	19.68688593	23.62853446	23.6018604	28.60009544	26.9158224	25.59071551
KRT18	18.07645739	26.36691521	25.53182833	63.90761708	42.94387576	16.46558629
AC007318.1	24.12490393	21.29312869	26.48212384	28.03423808	32.79430033	15.44268708
ACAT2	34.4448838	25.76293783	45.92879773	31.20370731	19.34077861	9.335975486
MRC1	18.52804529	56.19609273	16.59525097	7.135348681	5.209674803	92.35693501
MRPS35	25.47797058	27.26149794	33.16958801	29.80942653	33.94487854	21.91776335
SYNGR2	27.1018504	25.25732731	17.45958241	24.278076	19.09523615	61.1628434
CPNE1	29.75357975	24.21234682	21.30755823	34.64572207	21.27282511	32.38442463
AC004687.1	25.05039438	8.436110798	9.349809449	25.4625775	7.186044478	54.27931815
DAG1	33.51918154	31.28179175	59.84688677	25.22469248	51.62384073	7.571759774
TRAF1	10.40902095	6.361008477	6.343885439	15.82666331	8.708496582	33.15403816
NRP1	29.39452644	26.66173708	22.87134863	17.46627752	28.17761267	18.12852605
METAP2	27.72706727	44.93445789	37.88549772	25.94460467	29.57835533	15.04514038
WASF2	25.18474118	27.97994854	27.41541801	22.52517952	27.24267515	34.93628727
PTPN11	28.04928537	21.6771322	30.2630574	20.23995394	33.69166163	14.4883576
PRPF19	21.37074644	25.45922441	24.69945575	31.33620276	35.57210311	28.84632383
CST2	28.08826013	4.910252158	55.4549665	23.60367013	6.761026882	4.13786917
NDUFC1	26.29248467	25.16261796	23.24837037	28.65247472	20.56219658	14.04800543
IRF1	23.63608192	4.160057209	5.838211398	10.4675714	6.57623566	26.67109536
ITGAV	27.0543684	28.41205199	26.59686243	21.60514911	26.79796266	7.434088218
MICOS13	20.40182691	25.74467469	23.47991764	29.84028414	23.09430871	24.66619042
GNG12	23.57018334	28.19178066	27.46853039	23.63973704	39.75402134	5.419355599
HIST1H2AC	18.03349562	27.91673356	30.66962807	41.56426767	27.51015736	13.57128473
BTN3A1	26.03633657	13.62718746	17.23873745	14.47849621	10.88742015	33.63371332
WLS	25.44852238	59.93182548	27.71833967	19.79684748	38.31101335	9.794397124
CORO1B	23.66872354	29.48508783	24.81483415	25.05844019	18.73062866	46.9265475
KDM5C	24.44378587	25.97919992	31.84604784	25.47743635	33.3135039	23.35158592
ABHD12	29.34289355	28.80982245	20.20044449	16.37397142	15.16540129	60.97992779
CDK9	26.79307381	26.11581721	23.4055504	29.91724327	23.97256759	33.87983338
DENND5A	21.44771849	15.35812457	16.99592016	20.94861199	19.63518191	22.66500675
DDX1	23.07289909	23.92048114	34.79875064	26.09262584	39.89085619	18.85081266
TPI1P1	21.69433122	31.30241112	37.32920177	37.81240442	37.13351935	10.74681251
RTL8A	23.7785539	26.58770098	25.14583991	32.01975379	30.77028268	16.40355285
PES1	21.31295271	21.60200671	29.60228809	33.32498244	39.29776665	23.01961188
PGRMC2	40.87005962	39.35200841	38.30520965	38.37791015	26.51087234	11.31909404
ATP13A3	15.92722588	17.33612629	14.83787238	21.83524715	21.09535667	16.03987705
SRP54	24.55119155	23.84696962	31.20039455	25.41620504	29.76432707	17.56072551
TMX2	28.64741975	27.56560838	30.51059004	31.77790422	34.55340221	29.40654941
PREX1	19.38955659	13.28942744	9.889475781	14.64248417	6.987044291	52.42878597
SH3GL1	23.16862943	27.00483229	26.86931656	28.18141503	31.85244965	25.0373212
METTL26	24.17990761	23.80768973	20.33628045	34.35990122	24.6254622	21.92844547
SLC2A1	14.75159269	23.25098472	36.48007046	39.30808563	39.9627692	13.15183846
PTPN12	24.25493678	18.12186697	14.70756543	23.21377584	24.34046825	26.16606222
AC004453.1	21.19046896	14.82740062	12.69188397	26.35040538	15.31822171	17.7936638
MTA2	25.8701759	24.30517723	25.14685339	28.02696219	27.62384784	34.65250978
BCKDK	22.83460423	28.57434895	25.13896402	32.66530124	26.38530227	26.67058111
SMG5	27.00879217	23.24040704	27.55093663	27.38031727	26.78104754	32.80673084
RELA	22.19454809	18.81880367	19.57615331	27.94421725	25.36786482	27.85417919
LHCGR	45.13781793	41.28144218	72.31394757	21.76925209	30.16367473	1.531992421
RPL41P5	26.17113474	19.21179078	13.13175484	32.78187646	21.08581126	18.32176164
KLF2	16.75041117	12.293769	9.615637467	36.91837687	12.95868341	65.18043875
NPC1	39.10465779	27.12987718	31.01737182	17.92201814	20.23455718	22.91267971
AKR7A2	28.75566071	42.22542825	31.18392391	28.48564514	21.42441553	18.23082151
NDP	32.54486354	25.08059328	35.41266342	40.73364004	49.97070654	5.908088238
HERPUD1	25.01454904	17.69620239	19.03179194	21.11228909	19.90613885	26.22176358
MAP3K5	38.29624653	35.70691016	34.93401094	24.6012714	22.25007817	9.004155432
HTATIP2	29.00020859	28.11745903	23.15232763	26.51147821	21.12953586	27.67247608
UAP1	21.97552949	17.50444869	18.57625605	19.6641835	20.49685639	9.24734546
RNF19B	21.73849833	13.26913979	11.01021335	22.06525154	14.93457115	29.61133632
STK17B	30.13870334	24.19175848	30.45409812	21.85223927	25.81679164	20.83356745
ISCU	29.48557406	24.00572191	20.47220563	29.88797574	20.81030393	35.9286485
IMMT	28.06168851	30.49337591	30.33657197	25.63051378	27.39780072	24.17920953
SON	25.13353706	21.89641586	26.87875577	19.37716939	27.79104977	29.88082276
QARS	24.29416902	29.6326452	27.98630211	27.34526716	26.30996335	24.37031939
AC103810.3	11.88284978	25.43783409	16.00432622	32.68874613	19.98759193	76.21852841
TBC1D23	26.04115945	23.55778622	28.96884738	35.90541306	43.16154759	12.35826893
AHNAK	18.24075626	22.30749528	22.02679965	12.44603195	16.82488723	52.9410625
NHP2	17.49500086	22.45757972	26.04029884	30.48063216	31.40529108	16.08917611
CD274	26.68754209	3.904506003	4.266435118	13.0288154	7.23323399	23.71160645
RPA2	25.91313026	21.85288671	23.58324406	32.62090814	23.85538627	30.87600659
SH3GLB1	28.91606453	24.62486927	23.06438189	23.31796169	23.80634363	20.16229855
SASH3	15.70537676	13.14117953	12.60156603	20.54425879	8.540484372	69.82295689
RAB11A	23.68818357	29.29422277	26.9393635	29.69099884	26.72626577	18.69903509
COL4A2	27.4915665	52.28087449	34.32682011	25.19520744	40.66144471	7.220015755
MTIF3	22.77237338	24.92858692	26.30446962	29.83609961	26.30004432	23.10805041
UBE2R2	26.8213813	22.15318352	20.3874136	28.23240676	20.96429821	30.31205938
CHCHD1	26.03203149	23.09099781	22.75403419	30.33021893	24.65746048	21.58582733
NFE2L2	23.8845843	20.00414212	19.38618437	25.75185847	22.00271499	29.65547222
RNF149	22.65860321	14.9849884	16.00499398	21.26602953	12.58893403	37.84451716
RRP36	26.2606393	24.74697082	30.48806648	30.20021706	31.67775366	21.70489623
GOLM1	35.11887627	40.94702964	43.81077703	19.08280741	37.49418884	6.711659925
FKBP4	20.87375429	22.66037896	27.43264197	30.28916551	38.55562847	22.32082412
CCR5AS	22.60639714	15.14425378	11.36350533	14.35115684	3.677159769	69.79920875
SPG21	24.1786638	23.67455146	20.3443841	27.25475617	24.56923175	41.77858452
TRIP6	22.95288295	34.26131955	25.49881943	34.48558151	37.9445492	14.03907677
OGFR	20.74956419	14.9670192	11.70277117	17.76028288	14.52777417	30.68517105
SF3B2	26.89065824	23.53185577	24.04561283	26.71017823	25.10836838	30.14892173
NDFIP1	27.95652265	43.53528555	33.19003243	26.47306224	28.1699394	22.64871966
PPP6R1	25.45732567	23.78482646	26.64318955	24.85167231	29.32862068	31.16064042
C1orf122	17.76162123	21.54353709	19.76728374	29.06968728	26.02316124	26.08375009
MFN2	26.46429504	24.59754807	30.50609018	24.71540025	28.69586838	26.47264291
FABP3	35.04460961	65.86245301	74.40701529	31.3845218	33.99973945	5.274780131
USP22	23.51265502	34.65007881	35.2324511	24.6276337	30.00426624	18.39670324
RSL24D1	22.6591507	21.37667199	19.88290885	31.83003109	26.34837461	21.40031194
PA2G4	20.89648573	20.47945892	25.05059527	34.07259001	39.6778425	25.30859655
POLR2B	25.69342862	19.67162146	29.62576797	25.05650131	30.88743842	21.7457633
HTATSF1	27.59269575	22.98148023	24.99690071	24.0632923	25.10557443	19.98397422
HEXIM1	26.40077362	24.2353183	27.42469727	32.36589432	29.29990618	23.21489344
SLC11A1	22.68441819	19.46619619	10.36948507	27.10749564	9.71852721	56.64997469
VSIR	38.77585781	23.42598204	18.76195545	30.64116204	14.04356768	49.64262293
