Gene	C1	C2	C3	C4	C5	P1	P2	P3	P4	P5
SGK3	0.86	0.75	0.41	0.43	0.74	0.68	0.59	0.67	1.68	1.36
RAB38	2.44	1.47	3.17	2.91	3.24	1.47	0.97	2.36	1.9	1.76
PRKD3	42.06	56.57	53.89	58.11	57.66	50.55	53.8	67.72	67.84	38.53
KCNE4	1.06	0.43	1.13	0.56	1.09	1.03	0.6	1.43	0.95	0.34
CADM1	42.1	24.36	31.14	37.35	28.34	35.04	29.9	42.02	99.85	71.72
GSPT2	7.52	26.07	11.95	17.4	13.94	6.65	12.94	12.72	6.49	10.74
GABARAPL1	62.84	57.11	63.04	73.47	72.09	55.85	52.25	78.24	76.47	79.76
SHPK	20.28	15.88	11	13.97	24.4	18.55	26.04	25.44	13.29	18.6
C9orf5	124.64	179.4	136.2	202.72	175.71	151.32	120.79	150.34	121.48	91.76
C9orf4	0.25	0.75	0.31	0.74	0.47	1.28	0.26	0.42	1.18	0.76
EID1	156.35	186.94	287.67	187.03	165.85	221.51	200.81	198.11	169.88	186.61
C15orf2	5.84	4.89	5.48	2.13	5.23	16.35	11.22	17.35	31	7.88
BHMT2	7.13	5.4	5.73	7.83	8.19	5.83	8.52	5.19	4.58	4.61
AIPL1	1.9	0.75	1.15	0.74	1.54	1.52	1.02	2.73	0.81	1.42
SDF2L1	3.64	3.56	3.85	2.09	4.39	3.57	1.93	4.77	1.75	4.51
PPIL2	35.79	29.14	25.04	28.98	33.39	33.2	34.53	33.54	33.05	29.67
PITPNB	44.05	32.83	56.61	43.38	49.28	52.46	54.63	42.38	54.08	23.61
PISD	36.4	24.12	22.79	19.63	31.52	23.18	25.01	40.18	25.57	19.4
OSBP2	76.92	41.09	34.35	43.09	38.61	91.77	44.28	88.18	20.17	61.56
MAFF	236.62	114.73	131.95	161.23	205.02	175.81	129.38	237.39	183.21	253.74
IL17RA	39.87	82	38.56	45.94	52.87	46.18	49.57	62.93	48.13	43.92
GABARAPL3	0.04	0	0	0	0.02	0.19	0.25	0.09	0	0
FLRT3	43.05	27.03	53.6	81.87	35.99	21.65	9.77	42.42	28.09	22.95
FLRT2	977.11	899.78	767.71	944.05	1050.44	1279.47	1626.92	1126.49	1210.34	598.89
FLRT1	0.39	0.48	0.29	0.07	0.16	0	0.46	0.31	0.08	0.08
FKBP8	101.17	138.49	87.65	81.51	101.44	93.16	65.35	119.85	88.76	133.09
BRD1	48.94	32.19	25.84	34.36	30.27	44.64	48.47	40.93	38.71	34
ARHGAP8	0.11	0	0	0.03	0	0	0	0.05	0	0
APOL2	14.69	25.88	14.34	13.85	15.33	14.04	16.26	17.63	14.67	12.89
AP1B1P1	0.02	0.16	0	0.03	0.04	0	0	0.01	0	0
ANKRD62P1-PARP4P3	0.11	0	0.14	0.09	0.32	0.55	0.03	0.48	0.11	0
POTEH	0	0	0	0.06	0.02	0	0.03	0.16	0	0
BCL2L13	66.76	76.17	64.85	79.1	87.21	78.23	74.05	88.49	71.49	72
MTCH1	125.95	117.69	124.66	137.37	172.39	141.32	110.28	199.72	140.99	196.17
MTCH2	29.32	30.53	45.21	36.95	38.51	30.47	30.69	32.85	32.15	29.02
ALK	0.56	0.19	0.68	0.69	0.68	0.53	0.35	0.82	0.54	0.16
ALOX12	0.79	0.43	0.16	0.19	0.89	0.77	1.05	1.02	0.12	0.68
FXN	11.77	8.45	8.66	9.04	11.18	9.32	11.25	13.65	8.41	5.61
ABCA4	0	0	0	0.11	0.13	0	0.06	0.36	0	0
ALOX5	20.65	44.25	28.79	22.28	44.95	73.61	34.33	51.2	37.27	23.89
ALOX5AP	2.22	18.66	2.76	10	10.73	3.21	4	11.15	3.63	6.33
KIF4A	1.54	0.64	1.71	1.61	2.52	1.84	2.22	3.73	2.66	6.37
IFIT5	14.15	42.83	27.68	20.16	13	16.35	18.81	18.25	22.99	16.8
EML2	26.37	18.29	16.75	15.99	16.67	23.5	17.97	20.78	18.7	17.64
FTSJ1	47.94	43.5	36.97	47.25	44.73	37.09	37.23	37.5	39.02	49.73
C20orf103	1.34	0.83	1.69	0.49	1.96	1.82	0.99	2.05	2.11	2.43
NAT6	0.97	1.63	1.13	1	1.5	1.02	1.33	1.42	0.72	1.58
TFIP11	35.7	41.15	33.74	31.55	45.11	30.71	29.71	42.67	36.41	44.3
PANX1	178.45	173.76	198.17	220.64	253.45	141.54	138	209.02	185.04	150.35
CLDN15	12.04	9.89	3.15	8.1	7.83	3.53	5.91	8.86	2.7	4.81
FJX1	57.43	42.43	37.11	60.81	47.46	19.94	23.25	58.84	37.3	32.97
PRPF6	74.27	70.34	47.46	56.22	74.24	75.25	76.08	68.7	72.49	71.68
ZNF318	29.75	39.52	31.7	31.75	30.76	36.18	43.46	37.25	31.68	22.49
ALOX12B	0	0	0	0	0	0	0	0.02	0	0
ANXA8L2	0.07	0	0	0	0	0	0.19	0.01	0	0.2
FRK	1.92	1.28	2.25	2.46	0.87	2.73	2.33	1.52	1.77	1.44
ALOX12P2	0.05	0.45	0	0	0.24	0.19	0.25	0.27	0	0
SPDYA	1.42	1.63	0.7	1.43	1.34	1.39	2.58	0.91	0.43	0.48
MS4A6E	0	0.21	0	0	0.44	0	0.22	0.09	0	0.04
VGLL2	0	0	0	0	0.02	0	0	0	0	0
CNPY4	9.42	11.55	14.18	14.77	11.29	13.68	7.61	13.44	11.65	14.25
DEFB109P1	0	0.05	0	0	0.05	0	0.12	0.05	0	0
DEFB112	0	0	0	0	0	0	0	0.02	0	0
DEFB119	0	0	0	0	0	0	0	0.01	0	0
DEFB121	0	0	0	0	0.01	0	0	0	0	0
DEFB122	0	0	0	0.04	0.02	0	0	0	0	0
DEFB125	0	0	0	0	0	0	0	0.02	0	0
DEFB128	0	0	0	0	0	0	0.03	0	0	0
ATP6V0D2	0.34	0.37	1.03	0.53	1.03	0.32	0.08	0.83	0.34	0.28
ATP6V1C2	2.06	1.93	2.25	2.81	1.81	1.94	2.18	1.85	2.91	0.84
ALOX15	0	0.43	0.33	0.06	0.3	0	0	0.11	0.27	0
CNOT6L	62.5	66.73	77.92	84.14	78.13	63.48	81.1	72.04	77.43	51.45
GAS2L2	0	0	0	0.11	0.04	0	0.08	0.19	0.05	0.2
AKR7L	0.21	0.11	0.16	0.11	0.33	0.51	0.56	0.42	0.05	0.12
AKR7A2P1	3.56	2.99	3.44	2.8	3.01	4.98	6.17	4.01	4.54	2.77
CDC26	11.2	10.16	10.06	10.26	6.69	10.49	7.42	7.28	9.73	9.9
SLC17A8	0.16	0	0	0.06	0.04	0	0	0.1	0	0
RNASEH1	13.69	14.79	17.89	15.39	13.06	11.86	11.82	13.48	12.86	14.89
LACE1	3.21	3.77	4.76	4.52	4.46	3.89	4.06	4.73	4.51	3.01
NCRNA00285	0.18	0.08	0.08	0	0.03	0.04	0.17	0.06	0	0
STAC3	1	1.12	0.56	0.94	0.91	0.75	1.34	1.48	1.37	0.5
PELI3	5.86	3.29	2.08	2.54	4.19	4.29	3.01	4.27	3.14	5.53
NCRNA00314	0	0	0.12	0.2	0.2	0	0.12	0.12	0.28	0
POLR2J2	3.12	0.59	0.76	1.4	1.4	0.51	3.32	1.32	1.76	0.44
STH	0	0	0	0.06	0	0.04	0	0.1	0	0
MTVR2	1.31	0.86	1.52	0.43	0.83	3.01	1.64	2.21	0.87	0.08
SPESP1	1.92	0.59	0.37	1.03	1.54	2.35	1.27	1.04	2.72	2.79
IL27	0.11	0	0.02	0.11	0.09	0	0.06	0.1	0	0
ALOX15B	3.64	8.45	4.82	11.26	3.35	1.8	4	9.59	4.17	8.76
MTOR	102.19	95.64	86.8	91	115.37	109.87	122.53	129.34	100.54	72.8
ALPI	0	0	0	0	0	0	0	0.04	0	0
FRG1	14.9	15.61	17.08	14.67	14.44	16.6	11.59	14	15.3	14.03
FRZB	0.25	0.21	0.16	0	0.26	0	0.37	0.25	0.65	0.08
FSHB	0	0.05	0	0.09	0	0	0	0	0	0
ALPL	5.27	43.69	5.28	11.64	15.21	3.78	6.08	21.18	9.93	8.44
CENPI	1.61	2.75	3.11	2.89	4.65	2.74	2.5	3.08	2.17	2.16
FSHR	1.54	1.47	2.95	0.61	3.41	8.76	4.77	7.7	15.41	11.26
NR5A2	402.28	447.43	516.46	542.69	512.17	658.66	690.28	400.44	381.73	354.97
FTH1	1767.69	1607.84	1096.57	1621.63	1595.42	1653.41	1669.83	1600.19	1334.06	1331.73
FTH1P3	1.4	0.35	0.33	0.14	0.49	1.26	1.42	0.62	0.51	0.02
ABL1	82.42	67.99	50.59	54.29	74.74	82.11	83.67	88.16	68.51	48.47
ALPP	0.25	0	0.19	0.17	0.14	0.08	4.37	0.27	0	0.1
ALPPL2	0.07	0	0	0	0.02	0	0.03	0.05	0	0.28
FTL	454.4	771.26	284.93	460.85	836.25	500.83	474.15	764.39	480.76	688.91
ADAM2	0	0	0	0	0	0	0	0.06	0	0
NR5A1	101.46	82.51	55.15	71.38	92.98	87.61	61.97	93.47	99.79	118.54
FUCA1	17.75	21.18	17.19	16.97	17.84	14.79	13.81	14.19	12.94	21.43
FUCA2	28.86	40.4	37.34	40.82	32.22	32.58	24.58	30.2	25.74	28.82
GAST	0	0	0	0	0	0	0	0.01	0	0
FUS	69.16	39.41	50.43	36.39	47.93	43.67	67.73	49.77	44.54	17.56
FUT1	1.52	1.02	0.82	0.91	1.47	0.79	1.71	1.66	0.98	0.76
FUT2	4.5	2.62	2.35	2	3.95	1.94	4.63	5.11	2.22	2.16
FUT3	0.07	0	0	0	0	0	0.09	0	0.08	0
FUT4	65.9	52.06	42.47	60.78	66.84	54.15	65.6	57.82	78.07	62.96
FUT5	0.18	0	0	0	0.06	0.08	0.09	0.25	0.6	0
FUT6	2.22	0.64	0.72	1.17	2.44	1.2	1.88	2.41	1.06	0.82
TMEM9	24.77	29.62	34.35	24.92	34.18	21.2	13.89	29.58	20.49	39.27
ZNF396	1.31	2.11	0.99	0.84	1.04	0.85	0.76	0.94	1.77	0.6
FUT7	0	0.21	0.21	0.43	0.13	0	0.43	0.73	0	0.16
NEIL2	13.58	9.3	9.91	9.26	9.27	9.23	9.43	9.07	10.76	9.68
STXBP4	8.01	11.28	11.21	9.1	9.68	12.26	12.19	8.89	16.73	6.61
FNDC5	5.75	2.91	2.8	4.03	4.35	2.05	1.64	4.6	5.7	5.73
FUT8	6.66	15.59	10.47	13.09	10.11	8.23	7.36	12.91	7.9	11.47
HEPACAM2	0	0.37	0	0	0.02	0	0	0.02	0	0
TECRL	61.32	40.99	76.52	37.78	71.24	99.36	90.72	67.97	66.27	44.48
HCG27	0.07	1.07	0.08	0.17	0.67	0.24	0.6	0.99	1.6	0.22
LOC253039	3.56	3.42	2.82	3.9	13.45	7.99	18.28	15.15	12.93	6.11
LOC253044	0	0.05	0	0	0.02	0.11	0.09	0.06	0	0
KDSR	64.86	49.06	48.82	51.54	69.56	38.76	47.43	62.89	57.33	38.63
C12orf33	0.18	0.43	0.04	0.44	0.48	0.09	0.45	1.04	0.38	0
PRR14L	121.4	132.26	131.4	129.31	126.68	152.3	172.5	134.67	143.41	69.47
EPHX4	0.07	0.27	0.12	0.01	0.09	0	0.19	0.1	0.3	0.12
SERHL2	0.27	0.24	0.45	0.29	0.33	1.15	0.29	0.81	0.2	1.04
DARC	0	0.37	0.08	0	0.11	0.15	0.25	0.43	0.03	0
RICTOR	108.03	171.91	143.68	170.19	176.49	125.4	125.48	157.01	139.41	103.63
LOC253264	0.11	0.13	0.08	0.27	0.19	0.28	0.14	0.26	0	0
FYB	5.59	98.47	7.17	25.18	20.74	9.72	18.96	33.45	8.52	11.24
EIF4E1B	0.18	0	0	0.09	0	0.11	0	0.15	0	0
FYN	15.19	20.08	16.73	20.45	18.39	29.12	17.59	23.15	24.29	21.97
IPMK	8.83	25.61	13.29	22.25	16.87	7.82	14.26	17.04	13.87	11.1
ZBTB38	347.8	270.01	267.16	314.6	413.83	351.28	386.75	383.28	454.57	275.03
FZD2	0.18	0.67	0.06	0.34	0.34	0.49	0.42	0.48	0.12	0.18
SLC25A30	8.94	10.08	10.08	9.3	8.87	8.33	12.05	9.48	8.85	8.78
LCLAT1	25.04	26.5	20.71	23.83	25.27	19.36	25.19	28.49	21.18	20.24
CADM2	0.43	0.11	0.04	0.14	0.56	0.34	0.23	0.45	0.68	0.56
LOC253573	0	0	0.08	0	0	0	0.03	0	0	0
C6orf191	0	0	0	0	0.02	0	0	0	0	0
CCDC75	3.08	4.92	5.94	3.71	3.49	4.51	6.08	2.91	2.4	3.47
ZNF620	5.05	4.28	11.56	4.82	6.19	7.69	5.11	6.98	5.09	2.57
ANKRD18A	14.46	9.17	15.68	9.1	12.64	4.36	4.32	15.13	3.28	5.33
IFI6	28.93	65.93	45.05	30.06	51.07	34.66	18.93	91.05	20.57	45.32
MMS22L	20.62	15.51	13.64	11.74	19.25	14.74	19.24	23.96	14.38	9.52
GNN	0.7	1.44	0.52	0.59	1.11	0.28	1.02	0.96	1.21	0.76
FAM21C	97.2	67.99	50.02	83.1	69.25	59.31	90.67	89.32	71.93	59.47
EBF3	0.5	0.32	0.31	0.8	0.53	0.55	0.82	0.4	0.88	0.66
WDR27	9.96	10.43	9.46	7.17	7.52	15.75	11.88	12.38	8.43	7.94
CERS6	26.74	29.12	35.82	35.22	32.66	37.59	32.41	39.41	36.33	28.16
G6PC	0.72	0.43	0.33	0.29	0.54	0.68	0.2	0.39	0.24	0.22
MSRB3	11.02	7.78	9.99	9.03	11.36	21.58	16.21	22.91	13.16	11.1
ZDHHC20	55.76	90.56	86.49	84.69	91.74	84.44	82.52	84.57	90.13	69.27
NCRNA00335	0.32	0.08	0.02	0.07	0.21	0.43	0.37	0.24	0	0.12
G6PD	101.84	59.65	44.16	64.13	73.17	69.91	75.2	62.16	43.67	51.19
ANGPTL5	0	0	0.08	0	0.13	0	0.37	0.04	0.03	0
YTHDF3	231.74	227.53	210.06	267.02	273.38	214.46	256.07	260.2	274.77	189.2
RALGAPA1	120.22	130.53	150.62	131.84	155.24	154.12	157.26	150.81	167.85	101.6
LOC253962	0.02	0	0	0	0.04	0.09	0	0.1	0	0
SFTA3	0	0	0	0	0	0	0	0.01	0	0
KCTD13	9.08	5.72	4.6	4.64	6.13	6.71	7.79	7.5	7.67	5.25
ASPHD1	2.9	1.58	1.71	1.19	2.36	3.38	1.79	2.27	1.1	2.26
METTL20	6.65	6.12	4.18	4.43	7.64	5.04	6.54	8.47	5.47	5.77
METAP1D	3.21	6.98	7.69	3.19	2.88	4.81	4.29	3.09	5.14	5.39
UBN2	136.5	146.06	89.54	121.52	155.16	111.47	150.39	147.43	148.62	82.56
LRRC43	0.23	0.11	0.19	0.11	0.09	0.66	0.65	0.39	0.69	0.64
BRWD3	79.3	84.14	85.05	79.71	101.29	104.89	134.64	114.61	130.25	55.78
LOC254099	0	0	0	0	0.03	0	0.05	0	0	0
LOC254100	0.61	0.48	0.31	0.56	0.49	0.51	0.99	0.71	0.26	0.72
EHBP1L1	14.53	26.36	11.23	12.83	16.77	19.32	22.76	21.86	12.91	15.09
SNX32	2.44	3.82	2.25	2	2.16	3.16	2.22	2.86	2.22	4.07
LOC254128	1.06	2.09	1.38	1.46	1.34	1.88	2.07	1.3	1.18	0.46
CXorf58	0	0.11	0.08	0.44	0.24	0.36	0.09	0.16	0.08	0
FBXO33	22.8	31.39	30.46	30.43	36.92	26.65	22.12	36.79	31.96	41.07
TTLL10	0	0	0	0	0.06	0	0	0.04	0.08	0
TSGA10IP	0.04	0	0	0	0.01	0	0	0.04	0	0
SLC37A4	14.94	7.14	8.28	10.09	11.78	8.91	8.41	14.52	13.05	17.7
RNF169	75.72	73.18	76.85	83.24	89.16	84.61	85.72	99.14	95.1	54.7
FAM26E	2.69	2.22	6.92	5.64	3.48	6.11	5.38	4.41	3.74	5.45
BPIFC	0	0	0	0	0	0	0	0.01	0	0
LCORL	39.36	49.25	44.53	55.71	60.61	39.79	48.43	50.7	43.74	47.04
CNIH2	0.99	0.48	0.25	0.39	0.5	1.05	1.13	1.29	0.14	0.36
AKNAD1	0.07	0.05	0.21	0	0.09	0.47	0.03	0.11	0.38	0
PHYHD1	30.7	29.81	18.38	23.45	22.71	27.05	22.02	20.59	18.31	22.59
GAGE1	0	0.05	0	0	0	0	0	0	0	0
LOC254312	0	0.16	0	0	0	0	0	0	0	0
ZDHHC24	9.85	8.8	8.39	7.06	16.12	6.77	5.55	12.66	6.49	10.86
MCM9	25.62	24.36	21.45	21.09	26.59	28.48	24.9	23.43	25.81	22.91
C10orf47	1.06	1.26	0.1	0.54	0.49	0.41	0.09	0.86	0.47	0.34
SLC41A1	76.79	58.58	52.53	61.22	50.45	64.76	67.07	68.68	57.03	50.73
C11orf86	0	0	0.04	0	0	0	0	0	0	0
C16orf73	0.64	0.4	0.12	0	0.45	0.75	0.09	0.16	0.7	0
LPCAT4	3.53	2.51	1.24	2.04	2.17	2.26	2.18	2.56	2.4	2.67
NUDT8	1.13	1.15	0.66	1.4	0.78	0.38	0.52	0.46	0.84	1.66
LOC254559	0.11	0.48	0.12	0.29	0.3	0.04	0.06	0.1	0.3	0.44
XRCC6	246.72	270.17	308.23	286.55	304.87	259.29	192.71	255.32	273.3	333.96
LYG2	0.07	0.08	0.04	0.13	0.11	0	0.05	0.06	0	0.14
C8orf46	4.33	2.51	3.15	3.01	4.26	3.23	3.32	4.36	2.43	3.19
OR6C74	0	0	0	0	0	0	0	0.05	0	0
OR6C3	0	0	0	0	0.04	0	0	0.05	0	0
GAA	99.69	75.8	50.18	60.9	70.46	79.42	52.99	71.08	49.56	52.78
NAALADL2	2.13	2.35	2	1.53	1.79	1.56	3.98	2.21	3.6	2.12
C17orf61	21.75	29.84	32.35	22.63	31.22	22.5	11.57	20.42	20.51	39.29
OR2T6	0	0	0	0	0.03	0	0	0.01	0	0
ZDHHC23	5.21	6.52	5.52	5.49	5.62	3.7	3.93	8.19	6.65	5.43
LOC254896	0	0.56	0	0	0.33	0.19	0.03	0.66	0	0.36
GAB1	21.44	26.17	12.61	22.72	17.7	19.77	18.71	24.01	31.29	27.12
LCE5A	0	0	0	0	0.02	0	0	0.01	0	0
KRTAP15-1	0	0	0	0	0	0	0	0.01	0	0
MORN5	0.11	0	0	0	0	0	0.03	0	0	0
REXO1L1	8.03	5.59	7.15	7.99	12.97	8.42	15.71	11.55	7.95	2.73
OR1L4	0	0	0	0	0.01	0.15	0	0.19	0.03	0
GABBR1	29.06	15.59	13.42	15.75	16.41	36.54	56.5	32.13	23.63	9.8
CALHM1	0.72	0	0.14	0	0.34	0.3	0.03	0.21	0.41	0.4
MPV17L	2.99	1.74	1.22	2.51	1.89	1.09	2.24	2.12	3.01	1.36
FLJ35390	1.09	1.42	0.7	0.76	1.07	0.75	1.06	1.5	0.54	0.88
TMEM86B	2.69	1.74	0.87	1.14	1.42	2.29	2.16	2.34	0.89	1
C19orf26	3.12	0.86	1.26	1.14	1.36	2.22	2.3	3.52	1.61	1.8
TAC4	0.39	0.67	0.31	0.04	0.38	1.56	1.43	0.72	0.57	0.32
CASC2	1.45	2.49	1.2	1.69	1.74	1.71	1.88	1.59	0.98	1.18
GABPA	43.26	59.01	58.32	57.45	54.72	54.83	57.93	51.95	64.96	40.75
CCDC108	0.07	0.21	0	0.17	0.09	0.38	0.15	0.21	0.08	0.2
TMCO4	11.8	8.85	9.01	9.92	14.12	17.18	10.49	14.01	11.29	13.15
C4orf22	0.07	0	0	0.07	0.09	0.04	0.09	0.01	0.07	0.04
LOC255130	1.18	1.36	0.54	0.59	1.09	2.29	2.42	3.13	3.28	2.51
LOC255167	0.21	0	0.08	0.21	0.16	0.6	0.29	0.27	1.79	0.72
PLA2G4F	0.14	0	0.16	0	0	0.26	0.03	0.05	0	0
C19orf34	0.39	0.45	0.08	0.46	0.29	0.75	0.39	0.17	0.27	0
TXNDC8	0.04	0	0	0	0	0	0	0	0	0
MCOLN2	0.07	0.53	0.33	1.51	0.64	0.51	0.52	0.94	0.11	0.56
ANKK1	0.18	0.19	0.04	0.29	0.07	0.11	0.22	0.05	0	0
LRRC57	28.97	23.55	27.12	25.49	28.49	26.8	23.44	29.23	24.36	26.36
MYADML2	0.07	0.11	0	0.03	0	0	0	0.05	0	0
GABPB1	26.19	33.45	37.63	36.35	34.02	28.38	26.47	29.5	34.16	21.71
EPGN	8.26	18.37	19.23	11.79	11.75	9.83	18.74	18.22	7.6	5.99
TMEM211	0	0	0	0	0	0	0	0.06	0	0
MBLAC1	0.57	0.72	0.93	0.8	1.11	1.3	0.56	0.91	0.68	1.12
TCP11L2	10.64	21.55	10.14	16.93	12.73	12.67	14.21	15.63	18.09	15.94
GABRA1	0	0	0.08	0	0.04	0	0	0.05	0	0
ZNF718	0.61	1.74	2.76	1.29	1.73	1.71	2.65	3.09	4.01	5.35
LOC255411	0	0	0	0.06	0	0	0	0	0	0
RASGEF1C	0	0.86	0.45	0.14	0.13	0.11	0.19	0.15	0.23	0.16
LOC255480	0	0	0	0	0.02	0	0.03	0	0	0
RNF144B	2.11	14.17	5.17	6.67	12.37	5.62	4.75	11.66	3.74	7.3
GABRA2	0.07	0	0.04	0	0.01	0	0	0.07	0.11	0
LOC255512	0.29	0.48	0	0.06	0.33	0.3	0.46	0.07	0.19	0.4
ELMOD2	15.23	29.12	24.94	31.06	22.62	26.67	27.25	17.32	28.66	23.95
GABRA3	0	0	0.23	0.2	0.14	0	0.03	0.15	0.03	0.04
HIST1H2BA	0	0	0	0	0	0	0	0.02	0	0
COL24A1	0.18	0.21	0.54	0.34	0.47	0.49	1.51	0.61	1.03	0.16
LOC255654	0	0	0	0	0.02	0	0	0	0	0
GABRA4	0	0	0.08	0.09	0.12	0.23	0.06	0.37	0.38	0
OR52B2	0.09	0.21	0.12	0.06	0.06	0	0.03	0.06	0	0
PCSK9	2.13	7.57	2.58	3.81	7.55	1.2	1.17	2.96	1.21	1.16
NPNT	1.67	1.5	1.32	1.8	3.03	9.21	9.46	2.53	15.04	14.15
TCTEX1D2	1.13	1.02	2.35	0.9	1.11	1.71	0.51	0.35	1.44	1.78
PDZD9	0.23	0.61	0.08	0.53	0.85	0.86	0.88	0.63	0.88	0.52
PRR24	13.99	11.36	9.09	11	12.9	10.53	9.13	8.47	9.53	8.74
C3orf43	0	0	0	0.23	0.21	0	0	0.16	0.05	0.2
GABRA5	1.83	0.7	0.82	1.07	1.89	1.28	0.54	4.16	1.53	1.72
C19orf38	0.63	6.84	0.6	1.29	3.86	0.7	1.74	3.96	0.68	1.74
SDHAP1	7.18	3.69	5.01	3.5	3.92	3.87	4.67	7.85	4.78	3.15
BCL6B	0	0.59	0.33	0.66	0.37	0	0.45	0.67	0	0.32
GABRA6	0	0	0	0	0.04	0	0	0.04	0	0
TMEM188	7.15	10.8	10.94	8.24	12.14	6.47	10.29	11.12	7.38	6.61
ADAM5P	0	0.11	0	0	0	0	0	0.02	0	0
SYT14	2.35	4.55	4.41	3.1	2.54	1.41	0.62	4.87	2.98	2.33
PAN3	53.06	60.24	43.77	68.7	66.97	56.82	67.1	80.49	66.38	45.86
GABRB1	0.32	0.21	0.08	0.1	0.17	1.39	1.13	0.81	5.04	1.2
ANKRD31	0.79	1.31	0.31	0.77	0.47	0.86	0.8	0.56	0.38	0.64
LOC256021	2.22	0.48	4.84	1.74	2.24	1.79	1.81	1.99	2.83	0.52
ZNF549	14.76	12.17	13.02	10.72	19.04	14.53	17.77	18.77	13.26	9.8
COL6A5	0	0	0	0	0.04	0	0	0.26	0	0
GABRB2	0	0.48	0.29	0.06	0.04	0	0.06	0.12	0.03	0
SYCE2	0.16	0.16	0.08	0.19	0.15	0.53	0.25	0.29	0.22	0.58
TMEM196	0	0	0	0	0	0	0	0.06	0	0
OR4C3	0	0	0	0	0.06	0	0	0.04	0	0
OR4S1	0	0	0	0	0.06	0	0	0.02	0	0
GABRB3	3.4	2.22	1.65	1.67	2.33	1.84	1.9	1.01	0.81	2.08
STEAP1B	0.21	0.61	0.41	0.59	0.33	0	0	0.66	0.27	0.14
NAPSB	0.34	2.41	0.41	1.11	2.53	1.6	0.99	2.65	0.27	0.56
NUDT14	3.85	2.22	1.83	2.97	2.34	3.91	1.74	2.88	3.79	7.34
PTF1A	0	0	0	0	0	0	0	0.02	0	0
GABRD	0	0	0	0	0.02	0	0	0	0	0
C17orf103	26.78	23.47	13.7	15.36	17.17	18.74	22.99	24.79	17.45	14.73
CCDC110	0.57	1.07	0.82	1.21	0.45	0.75	0.57	0.68	0.92	0.2
C11orf35	4.17	1.26	1.03	1.74	2.33	3.61	1.14	2.82	2.45	2.73
RPS2P32	3.3	2.17	2.37	1.87	2.9	3.44	2.81	3.99	3.27	2.99
GK5	98.58	179.32	113.88	162.33	146.83	53.5	98.21	124.44	48.71	73.32
EML3	27.14	19.09	14.51	18.39	18.47	19.83	20.94	25.85	19.5	22.71
C14orf48	0.13	0.16	0.06	0	0.07	1.88	0.11	0.04	0.09	0
SCML4	0.88	5.32	0.68	2.1	1.23	1.05	1.5	2.51	1.34	0.68
SERPINA11	0.07	0	0	0	0	0.3	0.25	0.05	0	0.16
GABRE	0	0	0.04	0	0.02	0.23	0.31	0.32	0	0.04
ST6GALNAC3	0.82	3.32	2.8	1.9	2.01	1.45	1.59	1.19	2.62	2.83
MFSD8	8.67	15.51	11.87	12.24	12.34	6.02	9.98	9.03	10.41	9.86
TMEM151A	1.42	0	0.25	0.61	0.63	1.48	1.59	1.55	0.6	1.98
GABRG1	0	0	0.04	0	0.02	0	0.23	0.16	0.03	0
TCERG1L	0.02	0	0	0.06	0.13	0.15	0	0.29	0.39	0.16
LYSMD2	0.97	2.89	3.69	1.07	0.99	0.66	1.42	1.63	0.96	2.22
GABRG2	0	0	0	0	0.02	0	0	0.05	0	0
CXorf23	10.96	14.46	13.97	13.43	13.81	14.4	16.91	14.68	14.71	6.57
C15orf55	0.11	0.21	0.08	0.17	0.06	0	0.06	0.19	0.11	0
MAMDC2	1.25	0.91	1.26	1	2.22	3.5	2.73	2.17	2.47	2.47
GABRG3	0	0	0.06	0.03	0.02	0	0	0.07	0	0.14
GLIPR1L1	0.04	0.29	0.16	0.36	0.15	0.43	0.34	0.11	0	0.04
MAP7D2	1.36	0.99	1.57	1.89	1.44	1.48	1.6	1.81	0.93	1.32
WDR72	5.09	1.76	3.96	2.24	3.61	2.37	4.74	4.41	3.44	1.78
GABRP	0	0.03	0	0	0	0	0	0.1	0	0
C10orf67	3.65	1.28	3.38	1.27	3.53	2.95	3.1	3.54	2.48	2.02
LOC256880	1.97	0.56	0.78	0.67	1.01	1.02	1.2	1.8	1.02	0.82
OR51F1	0	0	0	0	0	0	0	0.02	0	0
GABRR1	0.43	0.16	0.04	0	0	0	0	0.21	0	0
NPB	0.9	0.61	0.49	0.53	1.22	0.21	0.08	0.84	0.42	1.06
KANK3	1.43	0.96	0.8	0.83	0.99	1.54	0.91	1.43	0.99	0.78
C17orf66	0.04	0	0.12	0	0.03	0	0.37	0.12	0	0.08
SUN3	0	0	0	0.09	0.03	0	0	0.01	0	0
SERINC5	20.62	26.36	25.55	19.06	30.33	34.96	31.35	44.48	39.02	21.51
ALX3	1.74	0.67	1.3	0.91	0.98	0.71	1.56	2.19	0.91	1.32
GABRR2	0.79	1.23	1.57	0.37	0.48	0.51	0.17	0.68	0.91	0.68
PLAC2	4.89	2.49	1.85	2.53	4.33	2.5	4.44	5.85	2.29	1.44
FRMD3	8.06	6.55	10.02	7.6	6.46	4.55	4.3	7.88	4.81	4.07
C1orf101	1.38	1.87	1.46	1.4	1.72	0.41	2.21	1.61	1.63	1.46
TMEM146	0	0	0.04	0.01	0.04	0	0.02	0.02	0.14	0
PLCXD2	1.06	1.6	0.7	0.86	2.06	1.13	0.96	2.46	1.29	2.16
